"model","estimator","data","response","moderator","mod_direction","beta_eng_c","p_eng_c","beta_mod_c","p_mod_c","beta_int","p_int","joint_wald_p","expected_int_sign","sign_consistent","N","n_events","epv","sig_05_int","sig_10_int","epv_warning","main_panel","p_int_holm","p_int_bh","sig_05_int_holm","sig_10_int_holm","sig_05_int_bh","sig_10_int_bh","robustness_row","ph_global_p","ph_int_p","ph_focal_p","ph_flag","cox_estimand","interpretation_note"
"M6","Firth PML","NAVCO 1.3","Concession (binary)","civlib_c","pos",-7.92172866778437,0.331993773231266,-0.230196353744384,0.899047423082794,77.9649749823229,0.0458971828347619,0.118982913065455,"+",TRUE,98,45,4.5,TRUE,TRUE,TRUE,TRUE,0.295604145435206,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M6s","Firth PML","NAVCO 1.3","Success (strict, binary)","civlib_c","pos",-2.36149255858556,0.783009329930291,-0.360095715182841,0.852622271323822,25.6682954082027,0.513003788193603,0.771823860437412,"+",TRUE,98,33,3.3,FALSE,FALSE,TRUE,FALSE,NA,0.737118245916368,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M7","Firth PML","NAVCO 1.3","Concession (binary)","clpol_c","pos",-10.4918532356374,0.214039202178377,0.722633911514558,0.725168099630308,83.8090270249871,0.0422291636336009,0.106778570866166,"+",TRUE,98,45,4.5,TRUE,TRUE,TRUE,TRUE,0.295604145435206,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M7s","Firth PML","NAVCO 1.3","Success (strict, binary)","clpol_c","pos",-1.96292897304641,0.838627619045335,1.61608861324496,0.468980228701388,21.5348649026098,0.633747369174266,0.858404808087243,"+",TRUE,98,33,3.3,FALSE,FALSE,TRUE,FALSE,NA,0.776545562018241,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M8","Firth PML","NAVCO 1.3","Concession (binary)","polity_c","pos",-12.5356196277872,0.142005818009771,-0.0873272148732087,0.164602258389175,4.81923687228229,0.0141727033945208,0.0434338199742925,"+",TRUE,94,43,4.3,TRUE,TRUE,TRUE,TRUE,0.113381627156167,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M8s","Firth PML","NAVCO 1.3","Success (strict, binary)","polity_c","pos",-5.36117452650389,0.59249951058283,-0.0575162000384545,0.420867738745873,2.47825439260517,0.282339658917665,0.47468843032758,"+",TRUE,94,31,3.1,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M9","bracl","NAVCO 1.3","success3 (0/1/2) ordered","repress_c","pos",4.56261559337633,0.363507459672936,-0.392036765087235,0.0138082093704958,-5.61161003692482,0.172593421644094,0.34958384921038,"-",TRUE,94,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.690373686576378,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M10","bracl","NAVCO 1.3","success3 (0/1/2) ordered","civlib_c","pos",3.44698195901743,0.456903170736624,0.151749771197182,0.883659013425718,-31.8312030115265,0.150686674974573,0.326758906463436,"-",TRUE,98,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M11","bracl","NAVCO 1.3","success3 (0/1/2) ordered","clpol_c","pos",4.4787491893501,0.361476187837939,-0.651555184184915,0.584824768077659,-34.2457805218906,0.146465296168019,0.326700449992919,"-",TRUE,98,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M12","bracl","NAVCO 1.3","success3 (0/1/2) ordered","polity_c","pos",6.04745356148665,0.235128911976267,0.0441736370170984,0.235412987308817,-2.32433512450767,0.0471384128106138,0.128780310334438,"-",TRUE,94,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M13","Cox PH","NAVCO 2.1","Hazard of first concession (CY)","repress_c","pos",7.07847496730533,0.332882801636013,0.739177351081651,0.00408476056084302,8.17874188517387,0.119413578192285,0.0846977947378236,"+",TRUE,58,13,1.85714285714286,FALSE,FALSE,TRUE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,0.689797619160745,0.816268197252554,0.816268197252554,"","first_concession",""
"M13s","Cox PH","NAVCO 2.1","Hazard of success (CY, strict)","repress_c","pos",18.7672792574953,0.136989714384939,0.79338675808369,0.00626271637384181,-2.71925694007734,0.628012095510299,0.325268343943711,"+",FALSE,64,8,1.14285714285714,FALSE,FALSE,TRUE,FALSE,NA,0.776545562018241,FALSE,FALSE,FALSE,FALSE,FALSE,0.897723278502007,0.764691586426719,0.764691586426719,"","strict_success",""
"M14","Cox PH","NAVCO 2.1","Hazard of first concession (CY)","civlib_c","pos",9.52015932864378,0.222090506385116,-6.90028923744387,0.0396049979900388,85.0695594071111,0.0295893305822219,0.022052231960148,"+",TRUE,58,13,1.625,TRUE,TRUE,TRUE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,0.412663358887684,0.809754878862822,0.809754878862822,"","first_concession",""
"M14s","Cox PH","NAVCO 2.1","Hazard of success (CY, strict)","civlib_c","pos",28.4075349494754,0.231330242736795,-29.2917217166374,0.00584116738657722,-56.8390597268513,0.307027608869476,0.416941173865657,"+",FALSE,64,8,1,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,0.863673711892466,0.36470615152437,0.36470615152437,"","strict_success",""
"M15","Cox PH","NAVCO 2.1","Hazard of first concession (CY)","clpol_c","pos",6.48474030055721,0.425723436840869,-5.10409563615482,0.210847973418512,50.3991394883306,0.0712872573968092,0.0450657634044315,"+",TRUE,58,13,1.625,FALSE,TRUE,TRUE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,0.767525324513318,0.921899278241762,0.921899278241762,"","first_concession",""
"M15s","Cox PH","NAVCO 2.1","Hazard of success (CY, strict)","clpol_c","pos",12.4855815836412,0.443301774927267,-12.157593136635,0.0703628494365815,-29.6289051124693,0.591283817152776,0.74496173748538,"+",FALSE,64,8,1,FALSE,FALSE,TRUE,FALSE,NA,0.776545562018241,FALSE,FALSE,FALSE,FALSE,FALSE,0.845264558683867,0.887662294497945,0.887662294497945,"","strict_success",""
"M16","Cox PH","NAVCO 2.1","Hazard of first concession (CY)","polity_c","pos",8.11407852857026,0.389899589093296,-0.125315402362509,0.145622669686911,3.35176192384698,0.0887461359895103,0.0594648269648982,"+",TRUE,56,13,1.625,FALSE,TRUE,TRUE,FALSE,NA,0.688853371312335,FALSE,FALSE,FALSE,FALSE,FALSE,0.202145373643429,0.519843867370506,0.519843867370506,"","first_concession",""
"M16s","Cox PH","NAVCO 2.1","Hazard of success (CY, strict)","polity_c","pos",12.7680702324387,0.40061735669027,0.0216306499428156,0.876710387677749,2.21958448472315,0.470711885081407,0.398732465085765,"+",TRUE,62,8,1,FALSE,FALSE,TRUE,FALSE,NA,0.717275253457382,FALSE,FALSE,FALSE,FALSE,FALSE,0.934097956169045,0.96346009152342,0.96346009152342,"","strict_success",""
"M17","Firth PML","NAVCO 2.1","Yearly concession (CY, binary)","repress_c","pos",1.18309717324585,0.920002600142521,0.696668216859652,0.0213231954122673,8.15347067942982,0.417383722723758,0.532364676063375,"+",TRUE,64,15,1.66666666666667,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M17s","Firth PML","NAVCO 2.1","Yearly success (CY, strict bin.)","repress_c","pos",15.5130355529773,0.273192319445562,0.6765235135111,0.0791716907626512,-3.86251926602224,0.67245115154037,0.40476721292942,"+",FALSE,64,8,0.888888888888889,FALSE,FALSE,TRUE,FALSE,NA,0.776545562018241,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M18","Firth PML","NAVCO 2.1","Yearly concession (CY, binary)","civlib_c","pos",3.02587263329792,0.78506529072734,-4.36617152047591,0.248008189642112,52.0180742934811,0.395407212426698,0.446146572602649,"+",TRUE,64,15,1.5,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M18s","Firth PML","NAVCO 2.1","Yearly success (CY, strict bin.)","civlib_c","pos",17.3958635410382,0.381275984139027,-10.5713052773062,0.0326627539887654,-18.2956084203103,0.844432254462469,0.411602953876368,"+",FALSE,64,8,0.8,FALSE,FALSE,TRUE,FALSE,NA,0.854601589120963,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M19","Firth PML","NAVCO 2.1","Yearly concession (CY, binary)","clpol_c","pos",1.79426672505069,0.872093524701694,-4.79430064010939,0.30862006511308,47.2330781549985,0.399358310504737,0.494986838274244,"+",TRUE,64,15,1.5,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M19s","Firth PML","NAVCO 2.1","Yearly success (CY, strict bin.)","clpol_c","pos",14.2995893841698,0.421404048074608,-6.41125554881888,0.29320634922491,-20.6435031418176,0.739200752329986,0.496166724115072,"+",FALSE,64,8,0.8,FALSE,FALSE,TRUE,FALSE,NA,0.788480802485319,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M20","Firth PML","NAVCO 2.1","Yearly concession (CY, binary)","polity_c","pos",5.40872896468199,0.614640383646495,-0.192857142045016,0.0420205184636422,2.59041024782618,0.211886507556671,0.27132283002518,"+",TRUE,62,15,1.5,FALSE,FALSE,TRUE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M20s","Firth PML","NAVCO 2.1","Yearly success (CY, strict bin.)","polity_c","pos",12.4324151859001,0.500293255915603,-0.00530288760610155,0.963216634533354,0.58623144286467,0.854601589120963,0.47006184412634,"+",TRUE,62,8,0.8,FALSE,FALSE,TRUE,FALSE,NA,0.854601589120963,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M21","bracl","NAVCO 2.1","progress_ord (6-level; failure separate)","repress_c","pos",-0.744163206010438,0.781787886089813,-0.180123960761482,0.0385035345769441,-2.15188712699711,0.3548550757865,0.577647249891656,"-",TRUE,64,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M22","bracl","NAVCO 2.1","progress_ord (6-level; failure separate)","civlib_c","pos",-0.804192725580694,0.773008692528135,1.20092634007209,0.284095178898174,-17.0739057028654,0.238492083789553,0.405554516300265,"-",TRUE,64,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M23","bracl","NAVCO 2.1","progress_ord (6-level; failure separate)","clpol_c","pos",-0.438282890735799,0.8746385252523,1.06525331222284,0.421720716684649,-13.5443516676482,0.319487522195995,0.532378262300556,"-",TRUE,64,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M24","bracl","NAVCO 2.1","progress_ord (6-level; failure separate)","polity_c","pos",-1.6776403514179,0.552629745704997,0.0311716764576042,0.241252740630077,-0.575001474196936,0.319441220737945,0.430074790570111,"-",TRUE,62,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,0.702962059324224,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"","",""
"M13_AG","Cox PH","NAVCO 2.1","Hazard of concession (CY, recurrent-event)","repress_c","pos",3.20315171287832,0.71971186321112,0.71496384105277,0.0070525324695144,9.96842320611206,0.099530153483435,0.104100009962791,"+",TRUE,64,15,2.14285714285714,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"PH_NOT_REPORTED_RECURRENT","recurrent_event_concession","Recurrent-event Cox robustness estimand; first-event PH diagnostic not reported"
"M14_AG","Cox PH","NAVCO 2.1","Hazard of concession (CY, recurrent-event)","civlib_c","pos",6.31901610267924,0.460313176064497,-5.39433573862864,0.196288357612499,65.764164363917,0.151331139668226,0.280368632241459,"+",TRUE,64,15,1.875,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"PH_NOT_REPORTED_RECURRENT","recurrent_event_concession","Recurrent-event Cox robustness estimand; first-event PH diagnostic not reported"
"M15_AG","Cox PH","NAVCO 2.1","Hazard of concession (CY, recurrent-event)","clpol_c","pos",3.95332991983748,0.667858462753081,-5.47395510124184,0.138052916064866,52.1352150715161,0.0903959979673375,0.085533373597188,"+",TRUE,64,15,1.875,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"PH_NOT_REPORTED_RECURRENT","recurrent_event_concession","Recurrent-event Cox robustness estimand; first-event PH diagnostic not reported"
"M16_AG","Cox PH","NAVCO 2.1","Hazard of concession (CY, recurrent-event)","polity_c","pos",7.25206831486733,0.488447645825409,-0.151362355641677,0.0265532825732589,3.23033648961029,0.109518695013577,0.0747278594998276,"+",TRUE,62,15,1.875,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"PH_NOT_REPORTED_RECURRENT","recurrent_event_concession","Recurrent-event Cox robustness estimand; first-event PH diagnostic not reported"
"M17_GEE","GEE logit","NAVCO 2.1","Yearly concession (CY, source-clustered GEE)","repress_c","pos",-1.213592086467,0.909172395308636,0.944188976443499,0.0341455181262386,13.9319325940901,0.161310678994665,0.253056636666414,"+",TRUE,64,15,1.66666666666667,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"","",""
"M18_GEE","GEE logit","NAVCO 2.1","Yearly concession (CY, source-clustered GEE)","civlib_c","pos",4.69527056727796,0.655309721265072,-5.28616864491342,0.289213068991678,65.0600391784144,0.34628198714904,0.431906372342016,"+",TRUE,64,15,1.5,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"","",""
"M19_GEE","GEE logit","NAVCO 2.1","Yearly concession (CY, source-clustered GEE)","clpol_c","pos",-0.715994103952676,0.945336018721923,-6.33385638808658,0.198892364277218,75.4542376301952,0.226988379811355,0.400012070816499,"+",TRUE,64,15,1.5,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"","",""
"M20_GEE","GEE logit","NAVCO 2.1","Yearly concession (CY, source-clustered GEE)","polity_c","pos",-3.25432240801014,0.814151137632972,-0.362000877849527,0.0025144822200901,6.46795927318473,0.0818778837905548,0.117712522332743,"+",TRUE,62,15,1.5,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"","",""
