"reference_path","output_path","sha256","comparison","abs_tolerance","rel_tolerance","notes"
"reference/accepted/appendix_tables/inference_diagnostics_weibull_table_body.csv","output/tables/appendix/C26_panel_3_table_body.csv","88d4aaa3890998b6da0a6f255fb311a4daabc391f45b9bcaf21e9c40df0262aa","display_copy",0,0,"accepted_display_copy identity; rebuilt evidence recorded separately"
"reference/accepted/figure_data/Figure_7_plot_data.csv","output/figures/Figure_7_plot_data.csv","715f7a9139b515f29ee5378b656919c574e38d5d5cad03575247d2ffd08b1b3d","numeric",1e-08,1e-08,"accepted plotted data"
"reference/accepted/figure_data/Figure_8_plot_data.csv","output/figures/Figure_8_plot_data.csv","1fae9ade8d7179baa9445c73b1b5a89e7caa6088df3c3e665ced8911213a20d1","numeric",1e-08,1e-08,"accepted plotted data"
"reference/accepted/figure_data/Figure_9_plot_data.csv","output/figures/Figure_9_plot_data.csv","edba0331d57880a997790ef9ff1a393894c2e4d895c435cf51f6a2aeab780177","numeric",1e-08,1e-08,"accepted plotted data"
"reference/accepted/figure_data/Figure_C1_plot_data.csv","output/figures/Figure_C1_plot_data.csv","d2a059ad5fc12a2967eaaf267071b1e5e243c8650594ef6fad93f73a6eca144d","numeric",1e-08,1e-08,"accepted plotted data"
"reference/accepted/figure_data/Figure_C2_plot_data.csv","output/figures/Figure_C2_plot_data.csv","891795e195278a98c4bc615c848cf1b33fc774d86ff64bfa0f730784b43d78da","numeric",1e-08,1e-08,"accepted plotted data"
"reference/accepted/figures/fig_h1_appendix_forest_beta_eng2.pdf","","33a7dc4009a5f10896ff82357c0ae994521433932a90757cd09445b3281d0d5d","inventory",0,0,"accepted PDF rendering; plotted data validated separately"
"reference/accepted/figures/fig_h22_table3_cols3_4_trade_interaction.pdf","","453cdaa3b3cee07904d3b2eead53b721f3fd836665362c9d05ab148b7cd63f9f","inventory",0,0,"accepted PDF rendering; plotted data validated separately"
"reference/accepted/figures/fig_h3_appendix_forest_beta_int.pdf","","39050771504f5c816c537c2aeca6a783f1d8e9b56b4ce50d5c53ba3c2b135d4c","inventory",0,0,"accepted PDF rendering; plotted data validated separately"
"reference/accepted/figures/fig_h3_table4_cols1_2_5_6_interactions.pdf","","c2e53a97c552097936730d177ef4d999716c4e1a7b74400b3f65cf965716eab4","inventory",0,0,"accepted PDF rendering; plotted data validated separately"
"reference/accepted/figures/fig_marginal_h1.pdf","","54ad8bd23dff9fafadd4eacba347110f1ea547f5e44e33168a5837e2a95fca85","inventory",0,0,"accepted PDF rendering; plotted data validated separately"
"reference/accepted/main_tables/H1_main_table_body.csv","output/tables/main/H1_main_table_body.csv","75283c06aab437b4dfda5aa2b2b877e5dae349c67c140052d5c00551f11d6267","display_copy",0,0,"accepted_display_copy identity; rebuilt evidence recorded separately"
"reference/accepted/main_tables/H21_main_table_body.csv","output/tables/main/H21_main_table_body.csv","de9d1de08f7472aa062515a4431df766fccdad73ae016ce4532a9401c0eeb6e1","display_copy",0,0,"accepted_display_copy identity; rebuilt evidence recorded separately"
"reference/accepted/main_tables/H22_main_table_body.csv","output/tables/main/H22_main_table_body.csv","99f65e8ef593c9559918bef06b8c6cf3e327185dfbb625ecd01324f0cfd4cbc9","display_copy",0,0,"accepted_display_copy identity; rebuilt evidence recorded separately"
"reference/accepted/main_tables/H3_main_table_body.csv","output/tables/main/H3_main_table_body.csv","df862d8347bcf78eab8273830bde9aed940cadd635198c25dcdcae07ad6eb63f","display_copy",0,0,"accepted_display_copy identity; rebuilt evidence recorded separately"
"reference/accepted/model_results/H1_curvilinear_results.csv","output/estimates/H1_curvilinear_results.csv","eb0029a2b2d8e01c8d3e5f600271e8231ee49fa9f6d4e1128fc2fe72b610a158","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H21_curvilinear_appendix_results.csv","output/estimates/H21_curvilinear_appendix_results.csv","c68b3655c58363dc268fdcedd550b44b495f86e09f07ef5be3e2202d8f997a98","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H21_limited_success_results.csv","output/estimates/H21_limited_success_results.csv","f78471c30b40af21e642504bd93bd7ee8730cb89f58f952698b11202a2947839","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H21_results.csv","output/estimates/H21_results.csv","aa0818441c72bf8064965011d0c4571d079260296765dcc017560f9ceb64bc15","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H22_results.csv","output/estimates/H22_results.csv","8859e35d0f1ffe89e4b27e8349335023bf0cf5b87d1dcab1d2d128d0bfd64b7b","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H22_quadratic_campaign_results.csv","output/estimates/H22_quadratic_campaign_results.csv","6200848f275fda7d70834421188fb2c687c4393e89e8b83fa08c2a1eb1cfae9e","numeric",1e-08,1e-08,"C9 stable-ID coefficient output"
"reference/accepted/model_results/H22_quadratic_campaign_year_results.csv","output/estimates/H22_quadratic_campaign_year_results.csv","56b0cddb57dcd78346f21a6265cecac0194db8c5b374709b91e9f9c3216c9cf0","numeric",1e-08,1e-08,"C12 stable-ID coefficient output"
"reference/accepted/model_results/H3_results.csv","output/estimates/H3_results.csv","d524a291a1251bdc2b4b9e69717f0f91cdbeb9a0ce68feb3f358367d3b35bac5","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/H3_table4_additional_moderators_results.csv","output/estimates/H3_table4_additional_moderators_results.csv","a6c7ab013c127b11276cc69439ca4657239f1e394bcf186fd56a98bfed43cf35","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/appendix_nonviolent_subsample_results.csv","output/estimates/appendix_nonviolent_subsample_results.csv","e5a7c0fab490f3ea301b280100341da7e7655b8939bade795caa643366efe3db","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/appendix_ongoing_sensitivity_results.csv","output/estimates/appendix_ongoing_sensitivity_results.csv","debebe8bd3bfe7ee35b238c283bcb2a82003d96f90df69599b4559da2d918b84","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/appendix_sensemakr_bounds_results.csv","output/estimates/appendix_sensemakr_bounds_results.csv","1905200356e0749ca11a66ee1f30107381afbcd13265bc3c768c9f6286ef7c72","numeric",1e-08,1e-08,"deterministic accepted model output"
"reference/accepted/model_results/cox_power_quarantine_audit.csv","output/diagnostics/cox_power_quarantine_audit.csv","094db6929bf07b63d7e5f4d519fb75f729430ce0776edef830a87cb4a57a7168","advisory_csv",0,0,"frozen_passthrough Cox quarantine archive; nonblocking"
"reference/accepted/model_results/cox_ph_diagnostics.csv","output/diagnostics/inference_diagnostics_cox_ph.csv","28bc89f7cfe0a33fd51991c3ea734e07aa107b87405cdd012c8db17e67b2422a","numeric",1e-08,1e-08,"fresh 34-row Cox PH diagnostic output"
"reference/accepted/model_results/power_h1.csv","output/estimates/power_h1.csv","b436db7f75cd4becd1d88309eb421c4aafc10dd3aca2b053175bc52fae2071b9","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h1_summary.csv","output/diagnostics/power_h1_summary.csv","a7f5c04fa43082c3f8dfdccd843bdd6c7b334abd823ab2a9522ce5378390ecf6","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h21.csv","output/estimates/power_h21.csv","1a31eba12dde90e17b72f0b9b14a06e48bd444e654001481fe9f4e8895b3d776","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h21_summary.csv","output/diagnostics/power_h21_summary.csv","ed04af27443a612ebf5fe7d934c66907c0ae0da30a7752ea094a26533d2919a4","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h22.csv","output/estimates/power_h22.csv","94ecd784053c8f39575542dbe844b7af00d15a35b7d26a9300ba8f6131611356","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h22_summary.csv","output/diagnostics/power_h22_summary.csv","f99c146151fc2bcad2eb70137e533add4bea6a70798bd20f5667bc0887c1ccec","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h3.csv","output/estimates/power_h3.csv","265aabf6a219970a826ea157a942c15b1a0736ceabafe75f40e21a5d29aafddf","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/power_h3_summary.csv","output/diagnostics/power_h3_summary.csv","989f756093b9cf51e7a987ca2c50077f2c5dfa51d3b2005f98673015b54a4a98","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/weibull_bootstrap_calibration.csv","output/diagnostics/weibull_bootstrap_calibration.csv","e2909d88bd47d82f4410025304f0f027a5009ca18de74ad7464b660b12b10697","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/model_results/weibull_power_diagnostic_audit.csv","output/diagnostics/weibull_power_diagnostic_audit.csv","79ff5e54a89fb5475aa7e9c9698e0e37e3faed61822ba3aae7215304c26fabb3","exact",0,0,"accepted_codestack_copy; byte-exact from authoritative accepted stack"
"reference/accepted/provenance/C20_provenance.csv","","cb5cceac4543f52f4d3b3b997de81eb510e83d7a6c2a32d70e908e152d3b4ac4","inventory",0,0,"accepted frozen-input lineage contract"
"reference/accepted/provenance/archival_passthroughs.csv","","2c6d8470b8380717751869c31f7bd0c1cfb1f12233ed833889812d8716d098af","inventory",0,0,"explicit frozen_passthrough lineage contract"
"reference/accepted/provenance/derived_numeric_references.csv","","d81dca5442b88d28798b25e23a2d08f1d58a847e690847ab48230a5f245ca2ff","inventory",0,0,"explicit frozen_derived_reference lineage contract"
"reference/accepted/exhibit_manifest.csv","","3aefb7665459a616d0ddebb405003760b7a9546a26b5fc3d61a8e4d18807470e","inventory",0,0,"hash-frozen accepted exhibit coverage contract"
"reference/accepted/provenance/power_seed_lineage.csv","","58edc1e87d9d14fc42a1e4c2c5f9bfce793591cfc7d89a5ae1211cfcbff319b0","inventory",0,0,"accepted-versus-fresh Monte Carlo seed relationship"
"reference/accepted/provenance/accepted_stochastic_artifacts.csv","","8cfeb6f1fb568ac1233449fe5abe118fb42640d0e6340e2efb66132bc1933b11","inventory",0,0,"verified accepted-codestack stochastic artifact lineage"
